order_id,pincode,district,state,city_tier,payment_mode,order_value,product_category,is_first_order,device_type,order_hour,address_char_length,has_landmark_keyword,estimated_delivery_days,zone_complexity,returned
b2dea0dc-5220-4a8c-b69f-079d05b99c6e,262829,Agra,Uttar Pradesh,3,prepaid,1014.41,electronics,True,desktop,21,52,True,5,low,0
d495bd06-4820-4831-b813-6b8c5d9d2c50,751004,Rourkela,Odisha,2,prepaid,297.23,other,False,desktop,20,47,True,4,medium,0
d253f5d0-e690-467c-bdc0-d5c0572ac2f2,522868,Nellore,Andhra Pradesh,2,COD,796.94,other,False,desktop,15,13,True,5,low,1
3f79f6bb-93cd-4b44-911d-3ca8845c4a70,717269,Kolkata,West Bengal,3,COD,410.46,other,False,mobile,10,49,True,7,low,0
5d55f184-4f03-4c29-96dd-59de4901da8b,580341,Mysuru,Karnataka,2,COD,790.17,grocery,False,mobile,20,30,True,5,low,1
ac6b5e5d-8aa8-49f3-ae0e-56c707979113,269778,Allahabad,Uttar Pradesh,3,COD,966.58,grocery,False,mobile,8,27,True,5,low,0
22e9bf23-cc93-4e1d-ac53-07c8458b7ded,243453,Kanpur,Uttar Pradesh,2,COD,1090.2,apparel,True,mobile,19,50,True,4,low,0
8d4239fd-a9fc-44a9-9443-faaac2d9047f,396801,Surat,Gujarat,3,prepaid,298.68,electronics,False,desktop,14,38,True,6,low,0
d1152291-a773-4bcd-a77e-624f0a04dbdb,120096,Haryana District,Haryana,1,COD,403.61,apparel,False,desktop,14,28,False,2,low,0
c14d2ee0-f6f8-46c6-8eed-974594a0130e,122164,Haryana District,Haryana,1,COD,536.97,apparel,False,mobile,8,27,False,2,low,0
cfa1913c-77a0-4009-a233-0d97741b9ea4,490420,Ujjain,Madhya Pradesh,2,COD,665.21,grocery,True,mobile,6,40,True,6,low,1
ad5ae45e-7d5a-4028-affb-3bbfe77fa186,560889,Belgaum,Karnataka,1,COD,951.62,apparel,False,mobile,12,27,False,2,low,0
ce32280d-78d8-4059-b9f6-cf77f15a8cdf,625411,Tiruchirappalli,Tamil Nadu,2,COD,1071.46,other,False,mobile,15,35,True,3,low,0
f1fd9657-ca67-4dad-b9b2-4450e92aa38e,247237,Uttarakhand District,Uttarakhand,2,COD,479.58,apparel,True,mobile,10,42,True,4,medium,0
84a59a40-15df-40b2-81cf-5be790870d97,624629,Chennai,Tamil Nadu,3,COD,1186.48,electronics,True,mobile,15,46,True,7,low,1
68b1f1c3-db71-43e9-8202-e9655f5ad2c2,834809,Jharkhand District,Jharkhand,2,COD,451.81,electronics,True,mobile,12,40,True,6,medium,0
8b3aa77e-2c42-44b6-ab24-31ac31126039,560889,Belgaum,Karnataka,1,COD,556.7,apparel,False,mobile,11,28,False,1,low,1
2cd0e5c9-9d70-40ad-8bdc-d8c430ce8441,201807,Meerut,Uttar Pradesh,1,prepaid,801.36,apparel,False,mobile,23,27,False,3,low,0
7860fe06-fd55-4bc1-aaa9-c161a68690b4,302521,Jodhpur,Rajasthan,2,COD,911.63,electronics,True,mobile,10,45,True,5,low,0
ae0e2d4b-afd1-400f-9da4-30b903f99126,360746,Surat,Gujarat,2,COD,310.23,apparel,True,mobile,11,52,True,5,low,0
087f68ec-5799-4066-b87c-cc702317fa87,208233,Allahabad,Uttar Pradesh,2,COD,649.89,apparel,False,mobile,23,48,True,4,low,1
4302429f-aa7d-4e49-b4bf-dc3359552cf6,753152,Bhubaneswar,Odisha,2,prepaid,912.31,electronics,True,mobile,11,47,True,6,medium,0
0fdd344a-82af-4519-bb94-475f413f5e12,214703,Allahabad,Uttar Pradesh,3,COD,762.0,apparel,False,mobile,19,25,True,7,low,1
806a09d6-a713-46f4-808e-0d9e5f86c6a2,122345,Haryana District,Haryana,1,prepaid,548.55,apparel,True,desktop,17,26,False,2,low,0
89817d18-a6dc-4edd-87b2-61eecba41b28,528793,Tirupati,Andhra Pradesh,3,COD,617.71,apparel,False,mobile,11,38,True,7,low,0
e2b43cf3-f8bc-4237-94ed-d3b58d2d7535,560577,Bengaluru Urban,Karnataka,1,prepaid,1059.74,other,False,mobile,8,36,False,3,low,0
966fa916-f45a-4493-853b-3b39c089fe74,208307,Lucknow,Uttar Pradesh,2,COD,903.04,electronics,False,desktop,19,38,True,3,low,0
bbcdc7d9-6d32-4b9c-8066-8e0935401898,700373,Howrah,West Bengal,1,prepaid,725.5,grocery,False,desktop,11,25,False,3,low,0
8a62c4c6-7e61-4cf7-ac5d-7240ad690fcc,420883,Solapur,Maharashtra,3,COD,1332.17,apparel,False,mobile,18,27,True,7,low,0
a779499f-c968-4342-8d29-3922109bfb01,493221,Chhattisgarh District,Chhattisgarh,3,COD,475.41,apparel,True,desktop,16,23,True,6,medium,0
c2fd3f38-9fbc-4720-9c8a-4872f50965f7,364750,Bhavnagar,Gujarat,3,COD,766.13,electronics,True,mobile,21,51,True,8,low,1
dea6d534-79e8-4773-88bb-30799e6a57f8,783475,Assam District,Assam,3,prepaid,471.46,electronics,False,mobile,13,52,True,7,high,1
fd4ec6fc-b11e-4736-834c-58df60e88d44,718273,South 24 Parganas,West Bengal,3,COD,2490.97,apparel,False,mobile,11,33,True,8,low,0
da9e0a54-3cc6-4ccc-a2ff-bf8ba5893360,180689,Jammu and Kashmir District,Jammu and Kashmir,2,COD,1056.45,apparel,False,mobile,19,31,True,4,high,0
3fa983a2-3ba0-4e97-a53f-aec893d7f53e,827634,Jharkhand District,Jharkhand,2,COD,697.68,electronics,False,desktop,12,24,True,5,medium,0
95ea3aab-21c8-4126-969f-5f9abb6e55b8,226129,Meerut,Uttar Pradesh,1,prepaid,611.94,apparel,False,desktop,14,44,False,2,low,0
9f3eb970-f800-4ad0-915f-882649185b36,829373,Jharkhand District,Jharkhand,3,COD,660.94,apparel,False,mobile,14,23,True,7,medium,0
e8e97de0-e6eb-4e84-9af3-fef08201a699,309972,Ajmer,Rajasthan,3,COD,200.0,electronics,False,mobile,9,15,True,5,low,1
8b7c8cd6-7dcd-4e21-9ed0-279b658ecff5,737095,Sikkim District,Sikkim,3,COD,1061.77,electronics,False,mobile,9,35,True,7,high,0
dc4dc6d7-78c4-4fe3-a15a-ad75838e0549,500856,Tirupati,Andhra Pradesh,1,COD,1004.17,apparel,False,mobile,20,26,False,1,low,0
7db6aa64-a7f1-4ea1-9205-2fcaed62ec65,600474,Salem,Tamil Nadu,1,COD,1051.54,other,True,desktop,12,43,False,2,low,0
83e7cd9f-9ca0-47a4-b701-32850cad2b94,492316,Chhattisgarh District,Chhattisgarh,2,prepaid,823.98,electronics,True,desktop,20,30,True,4,medium,0
0fca6285-178c-4047-8f71-efeaf27fc7e5,282811,Lucknow,Uttar Pradesh,2,prepaid,1021.73,electronics,True,mobile,13,24,True,4,low,0
67d055a0-c8f6-408e-ba4e-2b228e8b59c3,766222,Rourkela,Odisha,3,COD,686.95,other,False,mobile,13,38,True,5,medium,0
40841794-579c-4a23-99ae-82f2e00fe926,390370,Ahmedabad,Gujarat,2,prepaid,512.68,other,False,desktop,15,24,True,3,low,0
fdf3adf5-91de-4a59-8d1e-b076f76974cb,560581,Belgaum,Karnataka,1,prepaid,772.01,apparel,False,mobile,17,22,False,3,low,0
d510bc7c-2515-4ee6-ad94-97e694b6f8f4,380110,Ahmedabad,Gujarat,1,COD,1573.96,grocery,False,mobile,21,28,False,2,low,0
f3589c5b-854f-40de-a62a-3e6daa07fef8,695568,Kochi,Kerala,2,COD,906.79,apparel,False,mobile,10,39,True,4,low,0
dbd27f76-7baa-451c-8c28-dba8a501c67f,641374,Salem,Tamil Nadu,2,prepaid,932.68,electronics,True,mobile,22,23,True,5,low,0
de81af91-8055-429f-a060-654297b0d88f,122829,Haryana District,Haryana,1,COD,524.93,electronics,False,mobile,11,47,False,2,low,0
a602a7ab-02a9-401c-b0ef-0b39472fd0af,110143,Central Delhi,Delhi,1,prepaid,1879.19,electronics,True,mobile,20,39,False,2,low,0
6daf8f47-eff5-4c61-928b-85d2db9215a1,250067,Uttarakhand District,Uttarakhand,2,prepaid,486.63,other,False,mobile,22,48,True,4,medium,0
3f53c3a5-e1cb-4b70-be30-fbe6ffea81fd,456046,Bhopal,Madhya Pradesh,2,prepaid,1053.03,grocery,True,mobile,20,49,True,4,low,0
d83e262b-8769-4b50-ac88-8e184189c799,500933,Vijayawada,Andhra Pradesh,1,prepaid,867.74,apparel,False,mobile,21,22,False,1,low,0
86446941-da91-44a1-82ad-40bfd418bbb0,691814,Kozhikode,Kerala,2,prepaid,1231.04,other,False,mobile,20,43,True,3,low,0
bfb1c501-8473-498c-8cf0-0860a893fab9,560577,Bengaluru Urban,Karnataka,1,COD,782.23,apparel,False,desktop,5,37,False,2,low,0
4aaed5dd-132f-4467-926b-89ddd02b47e5,806175,Muzaffarpur,Bihar,3,COD,1080.27,electronics,True,mobile,1,48,True,8,low,0
87d4f494-1694-4fa9-8652-6885cb957511,822484,Patna,Bihar,3,COD,540.47,electronics,False,mobile,21,25,True,8,low,1
e7344833-b9d3-4b87-8b14-25e212dd6f82,151272,Amritsar,Punjab,2,COD,452.49,apparel,True,mobile,11,27,True,4,low,0
13d47e0e-a483-400d-bccd-fb5cc3cfc0a4,600313,Salem,Tamil Nadu,1,COD,687.96,apparel,True,desktop,10,36,False,3,low,1
08809468-a89f-4650-a471-383c35c55055,700795,South 24 Parganas,West Bengal,1,COD,2221.51,apparel,False,desktop,10,36,False,3,low,0
e71256d3-0b84-4e96-bdb8-f1c966b29cc1,493483,Gwalior,Madhya Pradesh,3,COD,508.88,apparel,True,mobile,19,25,True,6,low,0
6988255a-adfb-4a7a-ad7e-3d7e90114685,523555,Visakhapatnam,Andhra Pradesh,3,prepaid,580.79,grocery,True,mobile,9,51,True,8,low,0
bc632409-bcac-4e4b-9578-b3c0bfd34732,500153,Visakhapatnam,Andhra Pradesh,1,prepaid,1517.52,apparel,False,desktop,10,37,False,1,low,0
f4ad8a35-fd46-4d86-8211-a1fa65f3fd70,333951,Udaipur,Rajasthan,3,prepaid,918.58,electronics,False,mobile,12,40,True,6,low,0
abbb0b53-d037-4c79-b61c-f7d3350f70ae,379294,Ahmedabad,Gujarat,3,COD,540.38,other,False,mobile,14,39,True,7,low,1
cbf4f3e8-78c1-42ef-99a8-d1afcedd48d8,520298,Guntur,Andhra Pradesh,2,prepaid,308.4,other,False,mobile,17,51,True,6,low,0
47ff785a-5dbf-4e73-b9e3-79803a8f5173,240146,Allahabad,Uttar Pradesh,3,prepaid,1193.23,electronics,True,mobile,9,34,True,8,low,0
98cfdd9a-7c9f-4c6a-a1b8-c72efd52a627,600751,Madurai,Tamil Nadu,1,prepaid,581.68,grocery,True,mobile,20,36,False,3,low,0
fef400ab-b73f-4d9d-8991-b2ecb2da8d99,201807,Meerut,Uttar Pradesh,1,COD,770.18,electronics,False,mobile,17,26,False,2,low,0
b1e45a29-47a7-4929-a49f-85aaa6d953de,122164,Haryana District,Haryana,1,prepaid,916.07,apparel,False,mobile,22,26,False,1,low,1
3dcc4c0b-2de4-4a79-a16e-903e3e3142ff,739195,North 24 Parganas,West Bengal,3,COD,1197.39,apparel,True,mobile,11,49,True,7,low,0
2bd6a789-8088-4f0e-970e-b954229fdd6c,765770,Rourkela,Odisha,3,prepaid,841.03,apparel,False,mobile,11,50,True,6,medium,0
aae4e1cc-1129-45bf-acf2-eebfe1eef513,565068,Hubli,Karnataka,3,COD,339.36,apparel,True,mobile,18,38,True,6,low,0
69afad6b-0e14-432d-9078-79b410ff75d6,460249,Gwalior,Madhya Pradesh,3,prepaid,626.33,other,False,mobile,17,32,True,6,low,0
25092352-3f7a-407d-9ad1-cb5cb6671722,207909,Kanpur,Uttar Pradesh,3,COD,620.46,apparel,False,mobile,17,26,True,6,low,1
71417e2d-6c4c-4b95-ae44-e9574a2114c2,506368,Tirupati,Andhra Pradesh,2,prepaid,801.04,grocery,True,mobile,20,33,True,5,low,0
3f5fc461-2044-47f4-ba77-85461fe38aa1,122345,Haryana District,Haryana,1,COD,772.28,grocery,False,mobile,8,25,False,1,low,0
87f47923-9008-488c-9dfe-0d33f027ec5a,625411,Tiruchirappalli,Tamil Nadu,2,COD,483.31,electronics,False,mobile,20,24,True,4,low,0
094756ba-bb7c-48fa-956b-2d8b154aabe6,500018,Karimnagar,Telangana,1,COD,558.32,electronics,False,mobile,18,27,False,3,low,0
b6f7ba28-a0b7-4f97-a3b7-fa4ef8754a1a,120096,Haryana District,Haryana,1,prepaid,613.65,other,True,mobile,14,41,False,2,low,0
f1574063-3653-4c6c-8641-f23cdd14fbb0,490670,Indore,Madhya Pradesh,2,COD,776.87,apparel,False,mobile,1,51,True,3,low,0
aa7b47bf-f098-49c1-9523-1f54967625cf,400699,Solapur,Maharashtra,1,prepaid,1147.71,apparel,False,mobile,7,39,False,2,low,0
ef54d36b-68d1-4a88-bce9-63bbf85ed7ae,600284,Madurai,Tamil Nadu,1,prepaid,721.18,grocery,False,desktop,18,41,False,3,low,0
ead1cdbc-3e16-4320-97cb-467ee3319af7,852701,Darbhanga,Bihar,3,COD,741.26,other,True,mobile,17,15,True,7,low,1
780216ca-d516-40e5-adef-28e987e62505,400976,Aurangabad,Maharashtra,1,COD,505.41,other,True,mobile,23,40,False,2,low,0
acbed0e5-067f-451a-b15f-7db98601bdfb,146714,Bathinda,Punjab,3,prepaid,3000.0,grocery,False,mobile,23,40,True,8,low,0
6a421364-7afb-4c86-97aa-a9a4f588f81f,122164,Haryana District,Haryana,1,prepaid,615.47,other,False,desktop,19,39,False,2,low,0
8244329e-ab33-4788-b297-40628d6c8a8a,160984,Chandigarh District,Chandigarh,2,prepaid,320.59,grocery,False,mobile,21,31,True,6,low,0
0cad1f1a-26d8-4e23-9b13-cdfe19a4a0aa,781594,Assam District,Assam,2,prepaid,1464.62,grocery,False,mobile,18,38,True,6,high,0
b61e6846-c5b1-468f-984b-8e999ba793db,600474,Salem,Tamil Nadu,1,prepaid,823.02,electronics,False,mobile,21,25,False,2,low,0
3fdb3804-a108-4ab2-aabd-b513a5c1ac36,682761,Kollam,Kerala,2,prepaid,583.98,other,True,mobile,17,29,True,4,low,0
8e8a24e5-8d96-47b7-91f2-ce411f5c8eab,500856,Tirupati,Andhra Pradesh,1,prepaid,321.54,apparel,True,mobile,15,43,False,2,low,0
e3e96f79-2482-4faa-9033-5b107e64883b,826005,Jharkhand District,Jharkhand,2,COD,1482.46,apparel,False,mobile,2,39,True,5,medium,0
454a4881-e04c-41f6-814d-c6dfb0e02fca,753082,Bhubaneswar,Odisha,2,prepaid,839.17,other,False,mobile,8,24,True,4,medium,0
4c2e92f4-498d-4437-b5de-4d24089b8b4a,247590,Kanpur,Uttar Pradesh,2,prepaid,1009.69,apparel,False,mobile,2,31,True,3,low,1
42049045-31b0-41d6-9b00-c11ece7733b4,511564,Nellore,Andhra Pradesh,3,COD,750.51,other,True,mobile,14,46,True,6,low,1
c69a52b3-9d47-49e4-9c8c-c9e6821f41d3,500018,Karimnagar,Telangana,1,COD,1218.25,apparel,True,desktop,23,27,False,1,low,0
f420da56-264e-4f0c-a504-fb5a612e5b16,171359,Himachal Pradesh District,Himachal Pradesh,2,prepaid,920.29,other,False,desktop,18,27,True,4,medium,0
5d79c47e-107b-4688-94f5-0507be162844,125047,Haryana District,Haryana,3,COD,1216.63,apparel,True,mobile,12,27,True,7,low,0
b43655da-b77e-453f-bae5-1b491fdc5f60,514850,Guntur,Andhra Pradesh,3,prepaid,1157.08,grocery,False,mobile,19,36,True,8,low,0
e9867e98-3ede-4c78-a4cc-09f19ae5372f,691814,Kozhikode,Kerala,2,prepaid,943.67,grocery,False,mobile,20,14,True,3,low,0
b4a3fb6a-17a3-4f77-bba1-e360042ab4c7,700373,Howrah,West Bengal,1,COD,369.47,grocery,False,mobile,13,41,False,1,low,0
8ad02bd4-942b-451c-b42f-a64325a75e23,120605,Haryana District,Haryana,1,COD,1590.95,electronics,False,mobile,12,41,False,3,low,0
926f839b-f3ff-4784-9614-64fe55fc89ea,831226,Jharkhand District,Jharkhand,2,COD,392.57,apparel,False,mobile,15,15,True,5,medium,0
012060f2-6e1f-493c-86a0-cf5865ba4915,589678,Bengaluru Urban,Karnataka,3,prepaid,1023.05,apparel,False,desktop,4,14,True,8,low,0
410fd748-ee06-43ff-a842-44cab567bbcf,201807,Meerut,Uttar Pradesh,1,prepaid,452.96,apparel,False,desktop,15,38,False,2,low,0
8ec0416e-5103-4fa4-b6ee-91874f1936f8,801824,Muzaffarpur,Bihar,3,COD,428.31,apparel,False,mobile,9,46,True,7,low,0
ff37189f-7319-4c77-a603-575a3b5b9d97,411375,Nagpur,Maharashtra,1,prepaid,1407.81,electronics,False,mobile,17,26,False,3,low,0
e4c9a686-1a3d-41f7-be21-a7cb4f65ea67,316111,Kota,Rajasthan,3,prepaid,492.79,electronics,True,mobile,20,22,True,8,low,0
c244d81d-9ade-4be2-943b-666b18546e8d,122345,Haryana District,Haryana,1,prepaid,1045.79,electronics,True,desktop,7,34,False,2,low,0
719420bf-8f59-4644-b6b3-f48c25885ab2,160228,Amritsar,Punjab,2,COD,960.99,apparel,False,mobile,1,26,True,5,low,0
131c74a8-5d27-4288-923d-81b31cee38c5,452123,Bhopal,Madhya Pradesh,2,COD,1452.19,electronics,True,desktop,8,15,True,5,low,0
51f21403-d482-4c46-be57-db3b30485f61,530301,Vijayawada,Andhra Pradesh,2,prepaid,930.36,apparel,False,mobile,6,23,True,6,low,0
74efa36d-fef4-4776-a965-fd614c0f9c67,620324,Salem,Tamil Nadu,2,COD,522.07,electronics,False,mobile,20,16,True,4,low,0
3fa0762f-d223-4f7a-b009-7a2789bdc82f,630833,Tiruchirappalli,Tamil Nadu,3,prepaid,258.32,apparel,False,mobile,23,47,True,7,low,0
19a9894c-119d-45df-aefa-dc6de432b69d,405475,Solapur,Maharashtra,3,COD,734.58,other,False,mobile,18,27,True,6,low,0
3483e99c-1ffd-4929-84ad-991562d1086f,700555,North 24 Parganas,West Bengal,1,prepaid,484.6,grocery,True,desktop,22,44,False,1,low,0
53a29db6-4c06-4d53-8296-d042f91733cb,380259,Vadodara,Gujarat,1,prepaid,726.02,other,False,mobile,17,42,False,1,low,0
66bc07b2-9017-48a0-a67e-f964ec19aab6,500462,Karimnagar,Telangana,1,prepaid,997.38,apparel,True,mobile,10,41,False,2,low,0
a483dcb6-9c42-42e2-a333-06c460c81979,815241,Bhagalpur,Bihar,3,COD,458.07,electronics,True,mobile,14,49,True,8,low,0
c0580956-820d-4b57-96e9-c76a9ac59f86,854042,Gaya,Bihar,3,prepaid,729.23,apparel,False,desktop,21,28,True,8,low,0
1c2e9669-9b1d-40a8-a263-2ae0ea71fa16,506368,Tirupati,Andhra Pradesh,2,COD,386.5,grocery,True,mobile,23,51,True,5,low,1
8d3a437f-e79f-4735-ad7e-c58f6fddb8a3,600180,Tiruchirappalli,Tamil Nadu,1,prepaid,691.3,electronics,False,desktop,9,25,False,2,low,0
aba95162-2d35-492d-af24-80b66d0dc87d,600284,Madurai,Tamil Nadu,1,COD,902.31,electronics,True,mobile,14,39,False,2,low,0
bf782ae4-ef46-4c2e-aac3-7f110589e1b0,388365,Bhavnagar,Gujarat,3,COD,1504.86,apparel,False,mobile,19,27,True,6,low,0
549a05f6-90a7-4cca-b6a7-96d72ffc033e,497705,Chhattisgarh District,Chhattisgarh,3,COD,528.08,apparel,True,mobile,7,36,True,7,medium,0
0fd8191a-6064-4853-bc70-9bc81b23be59,520206,Vijayawada,Andhra Pradesh,2,prepaid,870.92,apparel,True,mobile,15,28,True,4,low,0
